id_univoco,fonte,data_pubblicazione,data_scraping,titolo,url,tipo_contenuto,lingua,testo_completo,hash_contenuto
a414c70a3480d873abbbbf26da1c1bac941c8b55a7fb6ca71a20b415466dac12,gpdp,2026-04-22,2026-04-22T04:49:00.922118,"COMUNICATO STAMPA - Ricerca scientifica: in consultazione le Linee guida EDPB, con il contributo del Garante privacy",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10240433,provvedimento,it,"Ricerca scientifica: in consultazione le Linee guida EDPB, con il contributo del Garante privacy Il Comitato europeo per la protezione dei dati personali (EDPB) ha adottato le Linee guida sul trattamento dei dati personali per finalità di ricerca scientifica, alla cui redazione ha contribuito anche il Garante privacy italiano. Il documento offre a ricercatori, enti pubblici, università, strutture sanitarie e altri soggetti coinvolti indicazioni più chiare per la gestione dei dati personali nelle attività di ricerca. Le Linee guida chiariscono la nozione di “ricerca scientifica” e precisano che - in linea di principio - i dati personali possono essere riutilizzati per tali attività, anche se raccolti inizialmente per scopi diversi, fermo restando il rispetto di una base giuridica adeguata. Vengono inoltre definiti i limiti all’esercizio dei diritti degli interessati, in particolare alla cancellazione e all’opposizione, qualora il loro esercizio possa compromettere il perseguimento degli obiettivi di ricerca. Il testo, sottoposto a consultazione pubblica fino al 25 giugno 2026, richiama infine l’esigenza di una chiara ripartizione delle responsabilità e dell’adozione di adeguate misure tecniche e organizzative, tra cui anonimizzazione e pseudonimizzazione. Ai lavori della Plenaria, tenutasi a Bruxelles il 15 e 16 aprile, hanno preso parte la Vicepresidente Ginevra Cerrina Feroni e il dirigente del Servizio relazioni internazionali e con l'Unione europea Riccardo Acciai. In quella sede la Vicepresidente ha espresso l’apprezzamento dell’Autorità “per il raggiungimento di un traguardo così importante”. “La comunità scientifica – ha affermato – attende da tempo indicazioni pratiche comuni su questi temi, in cui il GDPR lascia un ampio margine di manovra agli Stati membri, con un conseguente livello limitato di armonizzazione”. Provvedimento del 21 marzo 2024 [10002533] Newsletter del 28/03/24 - Lavoro: no del Garante Privacy all’uso del riconoscimento facciale per controllo presenze - Trasporti: Garante Privacy, più tutele per i dati degli abbonati - Siti e app per il contatto tra medico e paziente: le indicazioni del Garante - Intercettazioni, Garante Privacy: via libera all’archivio digitale interdistrettuale Ordinanza ingiunzione - 28 ottobre 2021 [9716887] Provvedimento del 21 marzo 2024 [10002287] Decalogo sul trattamento dei dati personali connesso alle iniziative volte a promuovere il completamento della vaccinazione dei soggetti appartenenti alle categorie prioritarie: le regole da rispettare per la chiamata attiva dei soggetti da vaccinare in via prioritaria Newsletter 18/02/2020 - Faro del Garante Privacy su sanità, fatturazione elettronica, food delivery - Whistleblowing non sicuro: Garante privacy sanziona un’università per 30.000 € - Garante, no agli accessi indebiti ai dossier sanitari Provvedimento del 21 marzo 2024 [10002324] Memoria del Presidente del Garante per la protezione dei dati personali, Prof. Pasquale Stanzione - AS 2394 – Conversione in legge del decreto-legge 21 settembre 2021, n. 127 Vaccinazioni: le iniziative di promozione di Regioni e Province autonome rispettino la privacy. Decalogo del Garante. Aperta istruttoria su iniziativa Commissario Covid di Messina Verifica Green Pass: Il Garante Privacy avvia indagine su app ""pirata"". L’Autorità mette in guardia gli utenti",a414c70a3480d873abbbbf26da1c1bac941c8b55a7fb6ca71a20b415466dac12
4a82032d8cfa5472a6b19ea1300390ef36c634e297743a338ec287b9116c0964,gpdp,2026-04-22,2026-04-22T04:49:01.506134,"COMUNICATO STAMPA - Data breach, Garante privacy sanziona Intesa Sanpaolo per 31,8 milioni di euro. Accessi indebiti alle informazioni bancarie di oltre 3.500 clienti per più di due anni",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10235001,provvedimento,it,"- Comunicato stampa del 5 novembre 2024 Data breach, Garante privacy sanziona Intesa Sanpaolo per 31,8 milioni di euro
Accessi indebiti alle informazioni bancarie di oltre 3.500 clienti per più di due anni Il Garante privacy ha irrogato una sanzione di 31,8 milioni di euro a Intesa Sanpaolo S.p.A. per gravi carenze nella sicurezza dei dati personali, dovute all’inadeguatezza delle misure tecniche e organizzative adottate. L’istruttoria dell’Autorità – avviata a seguito del data breach notificato dalla banca nel luglio 2024 – ha accertato che un dipendente ha avuto accesso, senza giustificato motivo, alle informazioni bancarie di 3.573 clienti, effettuando oltre 6.600 consultazioni tra il 21 febbraio 2022 e il 24 aprile 2024. Tali accessi indebiti non sono stati rilevati dai sistemi di controllo interni, evidenziando significative criticità nei meccanismi di monitoraggio e prevenzione. L’accesso illecito ha riguardato anche dati relativi a clienti “ad alto rischio”, tra cui soggetti con ruoli di rilievo pubblico, per i quali sarebbero stati necessari presidi di controllo rafforzati. L’Autorità ha accertato, in particolare, la violazione dei principi di integrità e riservatezza dei dati personali, nonché del principio di accountability, rilevando l’inadeguatezza complessiva delle misure adottate. Il modello operativo utilizzato, che consentiva agli operatori di interrogare in piena circolarità l’intera base clienti, non era infatti adeguatamente bilanciato da controlli idonei a prevenire e individuare accessi non giustificati. Ulteriori criticità sono emerse nella gestione del data breach. La notifica è risultata incompleta e tardiva rispetto ai termini previsti dalla normativa, così come la comunicazione agli interessati, avvenuta solo a seguito di un precedente provvedimento del Garante del 2 novembre 2024 (doc. web n. 10070521). Tali condotte hanno compromesso la possibilità di un tempestivo intervento dell’Autorità a tutela dei diritti e delle libertà delle persone coinvolte. Alla luce delle violazioni riscontrate, il Garante ha ritenuto illecita la condotta posta in essere da Intesa Sanpaolo. Nel determinare l’importo della sanzione, l’Autorità ha tenuto conto della gravità e della durata delle violazioni, dell’elevato numero di clienti coinvolti, nonché delle misure correttive adottate dall’istituto successivamente ai fatti, finalizzate al rafforzamento dei sistemi di controllo interno e dei presidi di sicurezza. Provvedimento del 2 novembre 2024 [10070521] Provvedimento del 26 marzo 2026 [10234984] Provvedimento del 26 marzo 2026 [10234984] Provvedimento del 13 dicembre 2018 [9076378]",4a82032d8cfa5472a6b19ea1300390ef36c634e297743a338ec287b9116c0964
ed2d74109bdf695c49d8a4c5f985df6b1f5a2de422dd215971b9c0c6919b29b9,gpdp,2026-04-22,2026-04-22T04:49:01.539434,"COMUNICATO STAMPA - Garante privacy sanziona Intesa Sanpaolo per 17,6 milioni di euro. 2,4 milioni di clienti profilati nell’ambito di una operazione societaria",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10230273,provvedimento,it,"Garante privacy sanziona Intesa Sanpaolo per 17,6 milioni di euro
2,4 milioni di clienti profilati nell’ambito di una operazione societaria Una sanzione di 17.628.000 euro è stata irrogata dal Garante privacy a Intesa Sanpaolo Spa per aver trattato in modo illecito i dati di circa 2,4 milioni di clienti trasferiti, unilateralmente alla controllata al 100% Isybank Spa, banca interamente digitale. Con il provvedimento odierno si chiude un’indagine complessa, avviata a seguito di numerose segnalazioni di correntisti. Gravi le violazioni emerse nel corso dell’istruttoria del Garante. Per individuare tra i propri clienti quelli da trasferire nella neo-istituita Isybank, Intesa Sanpaolo ha effettuato, senza un’idonea base giuridica, una profilazione della clientela. In particolare, sono stati selezionati i clienti che presentavano determinate caratteristiche, tra cui: età non superiore a 65 anni, utilizzo abituale dei canali digitali nell’ultimo anno, assenza di prodotti di investimento e disponibilità finanziarie inferiori a una certa soglia. Un’operazione che ha inciso in modo significativo sulla loro posizione, poiché ha comportato il trasferimento dei rapporti a un diverso titolare del trattamento, con conseguente modifica unilaterale delle condizioni contrattuali e delle modalità operative del conto corrente rispetto a quelle originariamente previste (ad es., attribuzione di un nuovo iban e conseguente necessità di doverlo comunicare a terzi; mancanza di sportelli fisici e accesso esclusivo tramite app). Sono risultate altresì carenti le comunicazioni trasmesse ai clienti per informarli di questa operazione, inviate, per lo più, in coincidenza del periodo estivo, nella sezione archivio dell’app di Intesa Sanpaolo, senza dare loro la necessaria evidenza che la straordinarietà dell’operazione avrebbe richiesto (ad es., attraverso notifiche push o sms). Secondo il Garante, il trattamento effettuato dalla banca con le modalità descritte nel provvedimento risulta illecito, anche perché il cliente non poteva ragionevolmente prevederlo sulla base del contesto e delle informazioni ricevute. Nel determinare l’importo della sanzione, l’Autorità ha tenuto conto della rilevanza delle violazioni, dell’elevato numero di clienti coinvolti ma anche del carattere colposo delle trasgressioni e della collaborazione prestata dalla banca. Provvedimento del 12 marzo 2026 [10230412] Newsletter del 5 ottobre 2012 Parere sullo schema di regolamento per il trattamento dei dati sensibili e giudiziari della Commissione nazionale per le società e la borsa (Conso... Provvedimento del 8 febbraio 2006 [1246726] Ordinanza ingiunzione nei confronti di Studio Silver Consulting S.r.l.s. - 15 marzo 2018 [9003284] Trattamento dei dati sensibili e giudiziari presso l'Ufficio italiano dei cambi (Uic) - 10 maggio 2006 [1297591] Parere sulla proposta di modifica al regolamento del Governatore della Banca d'Italia del 29 gennaio 2002, come modificato il 31 luglio 2018, recante il funzionamento dell'archivio informatizzato degli assegni bancari e postali e delle carte di pagamento (CAI) - 10 giugno 2020 [9433428] Fintech e GDPR:  il Garante privacy incontra Banche centrali (MENA, AFRICA, ECA) e Banca Mondiale/IFC Valutazione di impatto trasmessa dal Ministero dell’economia e delle finanze per l’attuazione del Programma Cashback [9492345] Provvedimento del 29 marzo 2018 [8994683] Newsletter 26/06/2020 - Data breach, sanzionato dal Garante un istituto bancario - Covid-19 e protezione dal contagio degli ufficiali giudiziari  - Due anni di Gdpr: il rapporto della Commissione europea",ed2d74109bdf695c49d8a4c5f985df6b1f5a2de422dd215971b9c0c6919b29b9
7d5aba968e385886400f77076456ef11a1796287b229f1853fd0c707be13f6f2,gpdp,2026-04-22,2026-04-22T04:49:01.606536,COMUNICATO STAMPA - Tracking pixel nelle email: pubblicate le linee guida del Garante privacy. Più trasparenza e controllo per gli utenti: consenso obbligatorio e sei mesi agli operatori per l’adeguamento,https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10241977,provvedimento,it,"Tracking pixel nelle email: pubblicate le linee guida del Garante privacy
Più trasparenza e controllo per gli utenti: consenso obbligatorio e sei mesi agli operatori per l’adeguamento Il Garante privacy ha adottato le Linee guida sull’uso dei pixel di tracciamento (tracking pixel) nelle email, per rafforzare la trasparenza e il controllo degli utenti sui propri dati. I tracking pixel sono minuscole immagini trasparenti, praticamente invisibili, inserite nei messaggi per rilevarne l’apertura e raccogliere informazioni sui comportamenti degli utenti. L’Autorità richiama l’attenzione sulla particolare invasività di queste tecnologie, che operano spesso senza che il destinatario ne abbia piena consapevolezza. Le Linee guida chiariscono che l’impiego dei tracking pixel rientra nella disciplina prevista dall’articolo 122 del Codice privacy, che regola l’uso di tecnologie capaci di accedere alle informazioni presenti nei dispositivi degli utenti o di monitorarne il comportamento online. Nei casi ordinari, il loro utilizzo richiede un consenso preventivo, libero, specifico e informato. Restano possibili specifiche eccezioni, ad esempio per finalità di sicurezza, per esigenze tecniche strettamente necessarie o per comunicazioni istituzionali e di servizio, nel rispetto dei principi di proporzionalità e minimizzazione dei dati. Il Garante ribadisce inoltre l’obbligo di fornire agli utenti un’informativa chiara e trasparente e garantire modalità semplici per la revoca del consenso, anche in modo selettivo. Particolare attenzione è richiesta all’adozione di misure di privacy by design e by default, per ridurre il rischio di identificabilità degli utenti e limitare la circolazione dei dati personali. Le Linee guida si rivolgono ai fornitori di servizi della società dell’informazione, ai soggetti che offrono servizi online accessibili al pubblico, ai provider di posta elettronica, ai gestori di piattaforme per l’invio massivo di email e, più in generale, a tutti i soggetti che utilizzano tracking pixel. I soggetti interessati dovranno adeguarsi entro sei mesi dalla pubblicazione delle Linee guida in Gazzetta Ufficiale. Provvedimento del 17 aprile 2026 - Linee Guida in materia di utilizzo di tracking pixel nelle comunicazioni di posta elettronica [10241943] Provvedimento del 17 aprile 2026 - Linee Guida in materia di utilizzo di tracking pixel nelle comunicazioni di posta elettronica [10241943]",7d5aba968e385886400f77076456ef11a1796287b229f1853fd0c707be13f6f2
8ada16c6ab3ccbeafbc2e4eb5986d8b04b7e81a1e7461808e2979ecc69a3058a,gpdp,2026-04-22,2026-04-22T04:49:02.375361,COMUNICATO STAMPA - Il Garante privacy sanziona Acea Energia per 2 milioni di euro. Contratti attivati all’insaputa dei clienti da agenti porta a porta,https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10229452,provvedimento,it,"Il Garante privacy sanziona Acea Energia per 2 milioni di euro
Contratti attivati all’insaputa dei clienti da agenti porta a porta Il Garante privacy ha sanzionato Acea Energia spa per 2 milioni di euro per gravi violazioni riscontrate nel trattamento dei dati personali di oltre 1.200 clienti nell’ambito della fornitura di energia elettrica e gas. L’Autorità è intervenuta a seguito di molteplici istanze riguardanti l’utilizzo di dati inesatti e non aggiornati di clienti della società per la conclusione di contratti non richiesti. In particolare, i reclamanti lamentavano di aver appreso dell’instaurazione del rapporto di somministrazione, solo dopo aver ricevuto comunicazioni di Acea dell’avvenuta attivazione della fornitura o di solleciti di pagamento, affermando di non aver mai avuto alcun contatto, né personale né a distanza, con la società. Alcuni reclami riguardavano inoltre il tardivo o mancato riscontro di Acea alle richieste di esercizio dei diritti ai sensi della normativa privacy. Dalle ispezioni in sede è emerso che i trattamenti oggetto delle istanze avvenivano mediante società incaricate da Acea Energia di procacciare potenziali clienti, sul cui operato non veniva effettuata adeguata vigilanza. L’istruttoria ha infatti accertato che Acea non aveva adottato misure tecniche e organizzative idonee a prevenire eventuali utilizzi fraudolenti dei documenti acquisiti dagli agenti porta a porta o dai partner della società. Gli agenti potevano così entrare in possesso delle generalità degli interessati mediante dispositivi mobili, scattando ad esempio foto dei documenti, per poi procedere a loro insaputa all’attivazione delle forniture anche mediante firma apocrifa. Inadeguato, infine, il sistema di monitoraggio attraverso recall, volto a verificare l’effettiva volontà del cliente di sottoscrivere un contratto. Il Garante ha quindi ingiunto ad Acea l’adozione di diverse misure correttive, tra cui l’utilizzo di alert per monitorare l’osservanza delle procedure contrattuali da parte degli agenti; il controllo periodico dell’esattezza delle informazioni acquisite; l’individuazione di specifici tempi di conservazione dei dati dei clienti. Provvedimento del 12 febbraio 2026 [10229203] Provvedimento del 12 ottobre 2023 [9965217] Provvedimento del 17 luglio 2024 [10053211] Provvedimento del 12 febbraio 2026 [10229203] Provvedimento del 28 settembre 2023 [9940988] Newsletter 23/10/23 - Il Garante Privacy multa una società energetica per 10 milioni di euro - Sms promozionali senza consenso: sanzionato un ateneo telematico - Misure di sicurezza inadeguate: il Garante sanziona una Asl - Euro digitale: le Autorità privacy chiedono maggiori garanzie per i cittadini Newsletter del 13 settembre 2024 - Dal Garante Privacy sanzione di 5mln di euro a un fornitore di luce e gas - Design ingannevole, indagine internazionale: ancora troppi ostacoli per gli utenti - Giornalismo: Garante, no ai dettagli che vìolano la riservatezza dei minori - D.lgs. resilienza dei soggetti critici, ok del Garante ma più tutele per la privacy",8ada16c6ab3ccbeafbc2e4eb5986d8b04b7e81a1e7461808e2979ecc69a3058a
2f3f2c74a954e95c3cc783472bf7766296be35494b5510ad9213eb2add2359ec,gpdp,2026-04-22,2026-04-22T04:49:02.971620,"COMUNICATO STAMPA - Sanità: Garante privacy, sì all’uso dei recapiti telefonici per gli screening. Adottate apposite Linee guida a tutela dei pazienti",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10221829,provvedimento,it,"Sanità: Garante privacy, sì all’uso dei recapiti telefonici per gli screening
Adottate apposite Linee guida a tutela dei pazienti Le aziende sanitarie potranno utilizzare i recapiti telefonici dei pazienti adulti, forniti in occasione di precedenti prestazioni sanitarie, per promuovere l’adesione a campagne di screening previste da normative nazionali o regionali, anche qualora, al momento della raccolta dei dati, l’informativa non indicasse espressamente tale finalità. Lo ha chiarito il Garante per la protezione dei dati personali ritenendo che – alla luce dei principi del Regolamento UE e della giurisprudenza europea – il trattamento dei dati strettamente necessario alla promozione di programmi pubblici di prevenzione possa essere considerato compatibile con le originarie finalità di cura, diagnosi e assistenza sanitaria, a condizione che siano rispettate adeguate garanzie. Per rafforzare la tutela dei pazienti, il Garante ha quindi adottato specifiche Linee guida. In particolare, le aziende sanitarie dovranno aggiornare l’informativa, precisando che i recapiti più recenti raccolti per finalità di cura, previa verifica della loro esattezza, potranno essere utilizzati esclusivamente per la promozione di programmi pubblici di prevenzione e non per altre finalità (ad esempio, ricerca scientifica o attività amministrative). L’utilizzo dei dati dovrà inoltre essere limitato alle sole campagne di screening previste dalla normativa vigente ed escludere l’impiego dei recapiti raccolti nell’ambito di prestazioni caratterizzate da una particolare tutela dell’anonimato, come l’interruzione volontaria di gravidanza, il parto in anonimato, le prestazioni per persone sieropositive o per vittime di violenza. Infine, nel messaggio di invito allo screening dovrà essere identificata l’azienda come mittente e dovranno essere chiaramente indicati il diritto di opposizione all’invio degli sms e le modalità, semplici e immediate, per esercitarlo. Roma, 18 febbraio 2026 Provvedimento del 12 febbraio 2026 - Linee guida circa l’utilizzo dei recapiti telefonici dei pazienti già presenti negli archivi delle aziende sanitarie per l’invio di SMS informativi su campagne di screening nazionali o regionali [10221629] Provvedimento del 12 febbraio 2026 - Linee guida circa l’utilizzo dei recapiti telefonici dei pazienti già presenti negli archivi delle aziende sanitarie per l’invio di SMS informativi su campagne di screening nazionali o regionali [10221629]",2f3f2c74a954e95c3cc783472bf7766296be35494b5510ad9213eb2add2359ec
22aeee8c6a2e85d0901821efcb5a95c1987e287522a43388299eb108c8eb0c5e,gpdp,2026-04-22,2026-04-22T04:49:03.003373,"COMUNICATO STAMPA - Garante privacy ad Amazon: stop alla schedatura dei lavoratori. Raccolte informazioni su patologie, attività sindacali, vita personale e dei familiari",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10224050,provvedimento,it,"- Provvedimento del 24 febbraio 2026 - Comunicato stampa del 9 febbraio 2026 Garante privacy ad Amazon: stop alla schedatura dei lavoratori
Raccolte informazioni su patologie, attività sindacali, vita personale e dei familiari Il Garante per la protezione dei dati personali ha vietato, in via d’urgenza e con effetto immediato, ad Amazon Italia Logistica srl, il trattamento di dati personali di oltre 1800 lavoratori impiegati presso lo stabilimento di Passo Corese (RI). Il divieto riguarda informazioni raccolte - in modo sistematico, per tutta la durata del rapporto di lavoro e conservate fino a 10 anni dalla sua cessazione - attraverso una piattaforma collegata con il sistema di rilevazione delle presenze, accessibile a numerosi manager. Le informazioni, annotate sulla piattaforma a seguito di colloqui con i lavoratori subito dopo il loro rientro da un periodo di assenza, fanno riferimento a specifiche patologie sofferte (sindrome di Chron, ernia del disco, portatore di pacemaker), alla adesione agli scioperi e alla partecipazione alle attività sindacali (anche con riferimento a utilizzi ritenuti impropri delle assenze), nonché a dati personali di tipo familiare e privato (padre malato terminale, sorella con tumore al cervello, separazioni coniugali). Tutto ciò in violazione della normativa che vieta al datore di lavoro di trattare dati non rilevanti ai fini della valutazione dell’attitudine professionale del dipendente. Amazon Italia Logistica, inoltre, dovrà interrompere il trattamento dei dati raccolti attraverso quattro telecamere posizionate in prossimità di bagni e aree ristoro riservati ai lavoratori. Con lo stesso provvedimento, il Garante ha infine vietato ad Amazon il trattamento dei dati utilizzati in modo illecito tramite la medesima piattaforma, nel caso sia utilizzata negli altri centri logistici della società in Italia con modalità analoghe a quanto accertato. L’intervento odierno trae origine dai risultati delle ispezioni svolte dal Garante, dal 9 al 12 febbraio 2026, presso lo stabilimento di Passo Corese, in collaborazione con l’Ispettorato nazionale del lavoro e il Nucleo speciale tutela privacy e frodi tecnologiche della Guardia di finanza. L’istruttoria prosegue per l’accertamento dei restanti profili al vaglio dell’Autorità. Roma, 24 febbraio 2026 Italy’s Data Protection Authority orders Amazon to stop record-keeping of workers’ personal data
Medical conditions, trade union activity and family details were collected and stored for years The Data Protection Authority has ordered Amazon Italia Logistica to immediately stop processing the personal data of more than 1,800 employees at its Passo Corese (RI) site. The ban concerns workers’ sensitive information which Amazon systematically collected and stored throughout their employment and retained for up to ten years after they left the company, using an internal platform linked to the attendance tracking system and accessible to numerous managers. The information was recorded on the platform following interviews conducted when employees returned from periods of absence. It included details about medical conditions — such as Crohn’s disease, herniated discs, and pacemaker implants — as well as participation in strikes and trade union activities. In some cases, notes referred to alleged misuse of leave. Personal and family matters were also documented, including references to a terminally ill parent, a sibling with brain cancer and marital separations. Such practices are in breach of legislation prohibiting employers from processing data which are not relevant for assessing an employee’s professional aptitude. Amazon Italia Logistica was also ordered to stop processing data collected from four surveillance cameras installed near bathrooms and staff break areas. The same decision also prohibits Amazon from processing data unlawfully collected via the same platform in other logistics centres in Italy, should it be used in a similar manner. Today’s decision follows inspections carried out between 9 and 12 February 2026 at the Passo Corese site in cooperation with the National Labour Inspectorate and the Special Technological Fraud and Privacy Protection Unit of Italy’s Financial Police. The investigation remains ongoing as the Authority examines additional potential infringements. Rome, 24 February 2026 Provvedimento del 24 febbraio 2026 [10224096] COMUNICATO STAMPA - Garante privacy e INL: Avviate ispezioni presso centri logistici Amazon Provvedimento del 24 febbraio 2026 [10224096] COMUNICATO STAMPA - Garante privacy e INL: Avviate ispezioni presso centri logistici Amazon",22aeee8c6a2e85d0901821efcb5a95c1987e287522a43388299eb108c8eb0c5e
9d5141b600b403e0a4bfd4378a85f0b97ce0409f14898a4f46ee6dfc8c1ab6a6,gpdp,2026-04-22,2026-04-22T04:49:03.064126,"COMUNICATO STAMPA - Il Garante privacy sanziona Poste Italiane e Postepay per oltre 12,5 milioni di euro",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10241568,provvedimento,it,"Il Garante privacy sanziona Poste Italiane e Postepay per oltre 12,5 milioni di euro Il Garante per la protezione dei dati personali ha irrogato una sanzione di 6.624.000 euro a Poste Italiane S.p.A. e una di 5.877.000 euro a Postepay S.p.A., per aver trattato illecitamente i dati personali di milioni di utenti. L’istruttoria dell’Autorità – avviata a seguito di numerose segnalazioni e reclami pervenuti a partire da aprile 2024 – ha riguardato, in particolare, le modalità di funzionamento delle app BancoPosta e Postepay. Tali applicazioni prevedevano, quale condizione obbligatoria per l’utilizzo dei servizi, il rilascio da parte degli utenti di un’autorizzazione al monitoraggio di una serie di dati contenuti nei dispositivi mobili, incluse le applicazioni installate e in esecuzione, al fine di individuare eventuali software malevoli. Secondo quanto dichiarato dalle società, tali trattamenti sarebbero stati necessari per garantire la sicurezza delle operazioni e conformarsi alla normativa in materia di servizi di pagamento. Il Garante ha tuttavia rilevato che le modalità adottate comportavano un’ingerenza eccessivamente invasiva nella sfera privata degli utenti, in quanto non risultavano strettamente necessarie rispetto alle finalità di prevenzione delle frodi. Nel corso dell’istruttoria sono inoltre emerse diverse violazioni della normativa in materia di protezione dei dati personali, tra cui carenze nell’informativa resa agli utenti, assenza di un’adeguata valutazione di impatto sulla protezione dei dati (DPIA), mancata adozione di misure di sicurezza adeguate e di idonee politiche di conservazione dei dati, nonché irregolarità nella designazione del responsabile del trattamento. Oltre alle sanzioni, l’Autorità ha ingiunto alle società di cessare i trattamenti oggetto di contestazione, ove non vi abbiano già provveduto, e di adeguarsi alle prescrizioni in materia di conservazione dei dati, dandone comunicazione al Garante. Provvedimento del 17 aprile 2026 [10241537] Provvedimento del 17 aprile 2026 [10241537]",9d5141b600b403e0a4bfd4378a85f0b97ce0409f14898a4f46ee6dfc8c1ab6a6
8934af3ee4266d09c59d79b9047d7befa93af73013305d9dd44c22a150f22cab,gpdp,2026-04-22,2026-04-22T04:49:03.794506,"COMUNICATO STAMPA - Ddl tutela minori sui social, precisazione Garante privacy",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10235032,provvedimento,it,"Ddl tutela minori sui social, precisazione Garante privacy In relazione alle dichiarazioni del Ministro dell’Istruzione e del Merito, secondo cui il ddl sulla tutela dei minori nella dimensione digitale sarebbe fermo principalmente per motivi tecnici legati alla privacy, il Garante per la protezione dei dati personali precisa quanto segue. Tra agosto e i primi di settembre, il Governo ha coinvolto l’Autorità nella risoluzione delle criticità presenti nel testo originario sotto il profilo della protezione dei dati personali. Il nuovo testo, presentato dal Relatore il 24 settembre 2025, recepisce le indicazioni formulate dal Garante sui profili sottoposti alla sua attenzione. L’esame del provvedimento in Commissione risulta tuttavia fermo al 21 ottobre 2025, per ragioni che non risultano note all’Autorità. Appena nati e già online - Intervento di Guido Scorza Internet non è un paese per bambini - Intervista a Guido Scorza - AffariItaliani.it Ghiglia: “L’educazione civica digitale va insegnata dalle elementari” - Intervento di Agostino Ghiglia Basta scuse: la protezione dei bambini nelle piattaforme digitali deve essere una priorità - Intervento di Guido Scorza Video figlia Eva Kaili: Garante privacy, grave lesione della riservatezza del minore Ghiglia (Garante privacy): “Educazione civica al digitale: per bambini e non solo” - Intervento di Agostino Ghiglia Scorza: ""Perché abbiamo bloccato Replika, minori a rischio"" - Intervento di Guido Scorza Noi e la Privacy, Scorza: i nostri doveri e il diritto dei giovani ad un web più sicuro - Intervento di Guido Scorza Provvedimento del 7 luglio 2022 [9788429] Prima riunione del tavolo tecnico sulla tutela dei diritti dei minori nel contesto dei social network e dei prodotti digitali in rete istituito presso il Ministero della Giustizia. Stanzione: ""Proteggere i minori in rete e sui social network è un obiettivo primario"" - Ansa",8934af3ee4266d09c59d79b9047d7befa93af73013305d9dd44c22a150f22cab
d0922bf2896750497bab62b116334699eef022adafed0897de9c9e5269abc467,gpdp,2026-04-22,2026-04-22T04:49:04.400542,"COMUNICATO STAMPA - Garanti europei, focus sugli obblighi di informazione e trasparenza",https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/10231606,provvedimento,it,"Garanti europei, focus sugli obblighi di informazione e trasparenza 

Il quadro di applicazione coordinata (Coordinated Enforcement Framework - CEF) del Comitato europeo per la protezione dei dati personali (EDPB) sarà dedicato nell’anno 2026 agli obblighi di informazione e trasparenza a cui sono tenuti i titolari del trattamento.

Il GDPR garantisce, infatti, che gli interessati siano informati quando i loro dati vengono trattati (articoli 5, 12, 13, 14). In particolare, gli obblighi di trasparenza richiedono che il titolare fornisca agli interessati informazioni appropriate relative al trattamento dei loro dati personali in forma concisa, trasparente, intellegibile e facilmente accessibile, utilizzando un linguaggio semplice e chiaro.

Saranno 25 le Autorità di protezione dati europee che parteciperanno al CEF, tra cui il Garante italiano, che condurrà un’indagine conoscitiva, inviando un questionario a una serie di titolari del trattamento operanti in diversi settori, tra cui il settore pubblico, i servizi assicurativi e finanziari, la sanità e la ricerca, le utilities e il marketing, con eventuali follow-up mirati.

I risultati delle attività svolte dalle singole Autorità confluiranno in una relazione finale che verrà adottata dall’EDPB. Nel delineare lo stato di attuazione degli obblighi di informazione e trasparenza, la relazione potrà indicare eventuali iniziative di approfondimento, sia a livello nazionale che europeo.

Roma, 20 marzo 2026 Newsletter del 28/03/24 - Lavoro: no del Garante Privacy all’uso del riconoscimento facciale per controllo presenze - Trasporti: Garante Privacy, più tutele per i dati degli abbonati - Siti e app per il contatto tra medico e paziente: le indicazioni del Garante - Intercettazioni, Garante Privacy: via libera all’archivio digitale interdistrettuale Provvedimento del 17 maggio 2023 [9904047] Provvedimento dell'8 giugno 2023 [9909907] Ordinanza di ingiunzione nei confronti di Genesis Consulting s.r.l. - 6 febbraio 2014 [3020012] Provvedimento del 22 febbraio 2024 [9995808] Newsletter 18/02/2020 - Faro del Garante Privacy su sanità, fatturazione elettronica, food delivery - Whistleblowing non sicuro: Garante privacy sanziona un’università per 30.000 € - Garante, no agli accessi indebiti ai dossier sanitari Provvedimento del 27 aprile 2023 [9902472] Newsletter del 28 giugno 2023 - Fidelity card: il Garante privacy sanziona il Gruppo Benetton - Garante: stop al web scraping per formare elenchi telefonici - Garante privacy: illecite le email pubblicitarie senza consenso - Garante privacy, no al diritto all’oblio per reati gravi Pornhub sotto la lente del Garante privacy. L’Autorità chiede chiarimenti su profilazione degli utenti e sistemi di tracciamento Provvedimento del 27 aprile 2023 [9909235]",d0922bf2896750497bab62b116334699eef022adafed0897de9c9e5269abc467
